movieId,title,genres
2064,Roger & Me (1989),Documentary
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
2066,Out of the Past (1947),Film-Noir
2067,Doctor Zhivago (1965),Drama|Romance|War
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
2069,"Trip to Bountiful, The (1985)",Drama
2070,Tender Mercies (1983),Drama|Romance|Western
2071,And the Band Played On (1993),Drama
2072,"'burbs, The (1989)",Comedy
2073,Fandango (1985),Comedy
2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
2075,Mephisto (1981),Drama|War
2076,Blue Velvet (1986),Drama|Mystery|Thriller
2077,"Journey of Natty Gann, The (1985)",Adventure|Children
2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
2079,Kidnapped (1960),Adventure|Children|Drama
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
2082,"Mighty Ducks, The (1992)",Children|Comedy
2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
2084,Newsies (1992),Children|Musical
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
2086,One Magic Christmas (1985),Drama|Fantasy
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
2088,Popeye (1980),Adventure|Comedy|Musical
2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
2091,Return from Witch Mountain (1978),Children|Sci-Fi
2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
2093,Return to Oz (1985),Adventure|Children|Fantasy
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
2095,"Shaggy D.A., The (1976)",Children|Comedy
2096,Sleeping Beauty (1959),Animation|Children|Musical
2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
2098,Son of Flubber (1963),Children|Comedy
2099,Song of the South (1946),Adventure|Animation|Children|Musical
2100,Splash (1984),Comedy|Fantasy|Romance
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical
2103,Tall Tale (1995),Adventure|Children|Fantasy|Western
2104,Tex (1982),Drama
2105,Tron (1982),Action|Adventure|Sci-Fi
2106,Swing Kids (1993),Drama|War
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
2108,L.A. Story (1991),Comedy|Romance
2109,"Jerk, The (1979)",Comedy
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller
2111,"Man with Two Brains, The (1983)",Comedy
2112,Grand Canyon (1991),Crime|Drama
2113,Graveyard Shift (Stephen King's Graveyard Shift) (1990),Horror|Thriller
2114,"Outsiders, The (1983)",Drama
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
2118,"Dead Zone, The (1983)",Thriller
2119,Maximum Overdrive (1986),Horror
2120,Needful Things (1993),Drama|Horror
2121,Cujo (1983),Horror|Thriller
2122,Children of the Corn (1984),Horror|Thriller
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller
2128,Safe Men (1998),Comedy
2130,Atlantic City (1980),Crime|Drama|Romance
2131,Autumn Sonata (Höstsonaten) (1978),Drama
2132,Who's Afraid of Virginia Woolf? (1966),Drama
2133,Adventures in Babysitting (1987),Adventure|Comedy
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi
2135,Doctor Dolittle (1967),Adventure|Children|Musical
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi
2137,Charlotte's Web (1973),Animation|Children
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama
2140,"Dark Crystal, The (1982)",Adventure|Fantasy
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western
2143,Legend (1985),Adventure|Fantasy|Romance
2144,Sixteen Candles (1984),Comedy|Romance
2145,Pretty in Pink (1986),Comedy|Drama|Romance
2146,St. Elmo's Fire (1985),Drama|Romance
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy
2148,House (1986),Comedy|Fantasy|Horror
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy
2151,"Gods Must Be Crazy II, The (1989)",Comedy
2152,Air Bud: Golden Receiver (1998),Children|Comedy
2153,"Avengers, The (1998)",Action|Adventure
2154,How Stella Got Her Groove Back (1998),Drama|Romance
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
2160,Rosemary's Baby (1968),Drama|Horror|Thriller
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror
2165,Your Friends and Neighbors (1998),Comedy|Drama
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller
2167,Blade (1998),Action|Horror|Thriller
2168,Dance with Me (1998),Drama|Romance
2169,Dead Man on Campus (1998),Comedy
2170,Wrongfully Accused (1998),Action|Comedy
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance
2173,"Navigator: A Mediaeval Odyssey, The (1988)",Adventure|Fantasy|Sci-Fi
2174,Beetlejuice (1988),Comedy|Fantasy
2176,Rope (1948),Crime|Drama|Thriller
2177,Family Plot (1976),Comedy|Thriller
2178,Frenzy (1972),Thriller
2180,Torn Curtain (1966),Thriller
2181,Marnie (1964),Drama|Mystery|Romance|Thriller
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller
2184,"Trouble with Harry, The (1955)",Comedy|Mystery
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller
2187,Stage Fright (1950),Mystery|Romance|Thriller
2188,54 (1998),Drama
2189,I Married A Strange Person! (1997),Animation|Comedy|Fantasy|Sci-Fi
2190,Why Do Fools Fall In Love? (1998),Drama
2191,"Merry War, A (1997)",Comedy
2193,Willow (1988),Action|Adventure|Fantasy
2194,"Untouchables, The (1987)",Action|Crime|Drama
2195,Dirty Work (1998),Comedy
2197,Firelight (1997),Drama
2200,Under Capricorn (1949),Drama
2201,"Paradine Case, The (1947)",Drama
2202,Lifeboat (1944),Drama|War
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller
2204,Saboteur (1942),Mystery|Thriller
2205,Mr. & Mrs. Smith (1941),Comedy|Romance
2206,Suspicion (1941),Film-Noir|Mystery|Thriller
2207,Jamaica Inn (1939),Drama
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller
2210,Sabotage (1936),Thriller
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller
2214,Number Seventeen (a.k.a. Number 17) (1932),Thriller
2215,Rich and Strange (1931),Comedy|Romance
2219,Murder! (1930),Mystery|Thriller
2221,Blackmail (1929),Drama|Thriller
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller
2231,Rounders (1998),Drama
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller
2236,Simon Birch (1998),Drama
2237,Without Limits (1998),Drama
2238,Seven Beauties (Pasqualino Settebellezze) (1976),Comedy|Drama
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
2240,My Bodyguard (1980),Drama
2241,Class (1983),Comedy
2243,Broadcast News (1987),Comedy|Drama|Romance
2244,"Allnighter, The (1987)",Comedy|Romance
2245,Working Girl (1988),Comedy|Drama|Romance
2246,Stars and Bars (1988),Action|Comedy|Romance
2247,Married to the Mob (1988),Comedy
2248,Say Anything... (1989),Comedy|Drama|Romance
2249,My Blue Heaven (1990),Comedy
2250,Men Don't Leave (1990),Drama
2252,Hero (1992),Comedy|Drama
2253,Toys (1992),Comedy|Fantasy
2254,Choices (1981),Drama
2255,Young Doctors in Love (1982),Comedy
2256,Parasite (1982),Horror|Sci-Fi
2257,No Small Affair (1984),Comedy|Romance
2259,Blame It on Rio (1984),Comedy|Romance
2260,Wisdom (1986),Crime|Drama
2261,One Crazy Summer (1986),Comedy
2262,About Last Night... (1986),Comedy|Drama|Romance
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller
2264,We're No Angels (1989),Comedy|Crime
2265,Nothing But Trouble (1991),Adventure|Comedy
2266,"Butcher's Wife, The (1991)",Comedy|Romance
2267,Mortal Thoughts (1991),Mystery|Thriller
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller
2269,Indecent Proposal (1993),Drama|Romance
2271,Permanent Midnight (1998),Drama
2272,One True Thing (1998),Drama
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi
2276,"Soldier's Daughter Never Cries, A (1998)",Drama
2278,Ronin (1998),Action|Crime|Thriller
2279,Urban Legend (1998),Horror|Thriller
2280,Clay Pigeons (1998),Crime
2282,Pecker (1998),Comedy|Drama
2283,"Sheltering Sky, The (1990)",Drama
2284,Bandit Queen (1994),Drama
2285,If.... (1968),Drama
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy
2287,Them! (1954),Horror|Sci-Fi|Thriller
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller
2289,"Player, The (1992)",Comedy|Crime|Drama
2290,Stardust Memories (1980),Comedy|Drama
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance
2292,Overnight Delivery (1998),Comedy|Romance
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
2295,"Impostors, The (1998)",Comedy
2296,"Night at the Roxbury, A (1998)",Comedy
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance
2300,"Producers, The (1968)",Comedy
2301,History of the World: Part I (1981),Comedy|Musical
2302,My Cousin Vinny (1992),Comedy
2303,Nashville (1975),Drama|Musical
2304,Love Is the Devil (1998),Drama
2305,Slam (1998),Drama
2306,Holy Man (1998),Comedy
2307,One Tough Cop (1998),Action|Crime
2310,"Mighty, The (1998)",Drama
2311,2010: The Year We Make Contact (1984),Sci-Fi
2312,Children of a Lesser God (1986),Drama
2313,"Elephant Man, The (1980)",Drama
2314,Beloved (1998),Drama
2315,Bride of Chucky (Child's Play 4) (1998),Comedy|Horror|Thriller
2316,Practical Magic (1998),Drama|Fantasy|Mystery|Romance
2318,Happiness (1998),Comedy|Drama
2320,Apt Pupil (1998),Drama|Thriller
2321,Pleasantville (1998),Comedy|Drama|Fantasy
2322,Soldier (1998),Action|Sci-Fi|War
2323,"Cruise, The (1998)",Documentary
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
2325,Orgazmo (1997),Comedy
2327,Tales from the Darkside: The Movie (1990),Fantasy|Horror|Thriller
2328,Vampires (1998),Horror|Western
2329,American History X (1998),Crime|Drama
2330,Hands on a Hard Body (1996),Comedy|Documentary
2331,Living Out Loud (1998),Comedy|Drama|Romance
2333,Gods and Monsters (1998),Drama
2334,"Siege, The (1998)",Action|Thriller
2335,"Waterboy, The (1998)",Comedy
2336,Elizabeth (1998),Drama
2337,Velvet Goldmine (1998),Drama
2338,I Still Know What You Did Last Summer (1998),Horror|Mystery|Thriller
2339,I'll Be Home For Christmas (1998),Comedy|Romance
2340,Meet Joe Black (1998),Romance
2342,Hard Core Logo (1996),Comedy|Drama
2344,Runaway Train (1985),Action|Adventure|Drama|Thriller
2345,Desert Bloom (1986),Drama
2346,"Stepford Wives, The (1975)",Mystery|Sci-Fi|Thriller
2347,"Pope of Greenwich Village, The (1984)",Drama
2348,Sid and Nancy (1986),Drama
2349,Mona Lisa (1986),Comedy|Thriller
2350,Heart Condition (1990),Comedy
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
2352,"Big Chill, The (1983)",Comedy|Drama
2353,Enemy of the State (1998),Action|Thriller
2354,"Rugrats Movie, The (1998)",Animation|Children|Comedy
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy
2356,Celebrity (1998),Comedy
2357,Central Station (Central do Brasil) (1998),Drama
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy
2360,"Celebration, The (Festen) (1998)",Drama
2361,Pink Flamingos (1972),Comedy
2362,Glen or Glenda (1953),Drama
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)",Action|Horror|Sci-Fi|Thriller
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi
2366,King Kong (1933),Action|Adventure|Fantasy|Horror
2367,King Kong (1976),Adventure|Fantasy|Romance|Sci-Fi|Thriller
2368,King Kong Lives (1986),Adventure|Sci-Fi
2369,Desperately Seeking Susan (1985),Comedy|Drama|Romance
2370,"Emerald Forest, The (1985)",Action|Adventure|Drama
2371,Fletch (1985),Comedy|Crime|Mystery
2372,Fletch Lives (1989),Comedy
2373,Red Sonja (1985),Action|Adventure|Fantasy
2374,Gung Ho (1986),Comedy|Drama
2375,"Money Pit, The (1986)",Comedy
2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
2377,Lifeforce (1985),Horror|Sci-Fi
2378,Police Academy (1984),Comedy|Crime
2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
2380,Police Academy 3: Back in Training (1986),Comedy|Crime
2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
2384,Babe: Pig in the City (1998),Adventure|Children|Drama
2385,Home Fries (1998),Comedy|Romance
2386,Jerry Springer: Ringmaster (1998),Comedy|Drama
2387,Very Bad Things (1998),Comedy|Crime
2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
2389,Psycho (1998),Crime|Horror|Thriller
2390,Little Voice (1998),Comedy
2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
2392,Jack Frost (1998),Children|Comedy|Drama
2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
2394,"Prince of Egypt, The (1998)",Animation|Musical
2395,Rushmore (1998),Comedy|Drama
2396,Shakespeare in Love (1998),Comedy|Drama|Romance
2397,Mass Appeal (1984),Drama
2398,Miracle on 34th Street (1947),Comedy|Drama
2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
2400,Prancer (1989),Children|Drama|Fantasy
2401,Pale Rider (1985),Western
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
2404,Rambo III (1988),Action|Adventure|Thriller|War
2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
2407,Cocoon (1985),Comedy|Sci-Fi
2408,Cocoon: The Return (1988),Comedy|Sci-Fi
2409,Rocky II (1979),Action|Drama
2410,Rocky III (1982),Action|Drama
2411,Rocky IV (1985),Action|Drama
2412,Rocky V (1990),Action|Drama
2413,Clue (1985),Comedy|Crime|Mystery|Thriller
2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
2415,Violets Are Blue... (1986),Drama|Romance
2416,Back to School (1986),Comedy
2417,Heartburn (1986),Comedy|Drama
2418,Nothing in Common (1986),Comedy
2419,Extremities (1986),Drama|Thriller
2420,"Karate Kid, The (1984)",Drama
2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
2424,You've Got Mail (1998),Comedy|Romance
2425,"General, The (1998)",Crime
2427,"Thin Red Line, The (1998)",Action|Drama|War
2428,"Faculty, The (1998)",Horror|Sci-Fi
2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
2430,Mighty Joe Young (1949),Adventure|Children|Drama
2431,Patch Adams (1998),Comedy|Drama
2432,Stepmom (1998),Drama
2433,"Civil Action, A (1998)",Drama
2434,Down in the Delta (1998),Drama
2435,Hurlyburly (1998),Drama
2436,Tea with Mussolini (1999),Comedy|Drama|War
2437,Wilde (1997),Drama
2438,Outside Ozona (1998),Comedy|Drama|Thriller
2439,Affliction (1997),Drama
2440,Another Day in Paradise (1998),Drama
2441,"Hi-Lo Country, The (1998)",Drama|Romance|Western
2442,Hilary and Jackie (1998),Drama
2443,Playing by Heart (1998),Drama|Romance
2445,At First Sight (1999),Drama
2446,In Dreams (1999),Horror|Thriller
2447,Varsity Blues (1999),Comedy|Drama
2448,Virus (1999),Horror|Sci-Fi
2449,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy
2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
2451,"Gate, The (1987)",Horror
2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy
2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi
2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
2456,"Fly II, The (1989)",Horror|Sci-Fi
2457,Running Scared (1986),Action|Comedy
2458,Armed and Dangerous (1986),Comedy|Crime
2459,"Texas Chainsaw Massacre, The (1974)",Horror
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror
2461,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
2463,Ruthless People (1986),Comedy
2464,Trick or Treat (1986),Horror
2465,Deadly Friend (1986),Horror
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
2469,Peggy Sue Got Married (1986),Comedy|Drama
2470,Crocodile Dundee (1986),Adventure|Comedy
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
2472,Tough Guys (1986),Comedy
2473,Soul Man (1986),Comedy
2474,"Color of Money, The (1986)",Drama
2475,52 Pick-Up (1986),Action|Mystery|Thriller
2476,Heartbreak Ridge (1986),Action|War
2478,¡Three Amigos! (1986),Comedy|Western
2479,Gloria (1999),Drama|Thriller
2481,My Name Is Joe (1998),Drama|Romance
2482,Still Crazy (1998),Comedy|Romance
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
2485,She's All That (1999),Comedy|Romance
2486,"24 Hour Woman, The (1998)",Comedy|Drama
2487,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy
2488,Peeping Tom (1960),Drama|Horror|Thriller
2490,Payback (1999),Action|Thriller
2491,Simply Irresistible (1999),Comedy|Romance
2492,20 Dates (1998),Comedy|Romance
2493,"Harmonists, The (1997)",Drama
2494,"Last Days, The (1998)",Documentary
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
2496,Blast from the Past (1999),Comedy|Romance
2497,Message in a Bottle (1999),Romance
2498,My Favorite Martian (1999),Comedy|Sci-Fi
2499,God Said 'Ha!' (1998),Comedy
2500,Jawbreaker (1999),Comedy
2501,October Sky (1999),Drama
2502,Office Space (1999),Comedy|Crime
2504,200 Cigarettes (1999),Comedy|Drama
2505,8MM (1999),Drama|Mystery|Thriller
2506,"Other Sister, The (1999)",Comedy|Drama|Romance
2507,Breakfast of Champions (1999),Comedy|Sci-Fi
2511,"Long Goodbye, The (1973)",Crime|Film-Noir
2513,Pet Sematary (1989),Horror
2514,Pet Sematary II (1992),Comedy|Horror
2515,Children of the Corn II: The Final Sacrifice (1993),Horror
2516,Children of the Corn III (1994),Horror
2517,Christine (1983),Horror
2518,Night Shift (1982),Comedy
2519,House on Haunted Hill (1959),Drama|Horror|Thriller
2520,Airport (1970),Drama
2521,Airport 1975 (1974),Action|Drama|Thriller
2522,Airport '77 (1977),Drama
2523,Rollercoaster (1977),Drama|Thriller
2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
2525,Alligator (1980),Action|Horror|Sci-Fi
2526,Meteor (1979),Sci-Fi
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
2528,Logan's Run (1976),Action|Adventure|Sci-Fi
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
2534,Avalanche (1978),Action
2535,Earthquake (1974),Action|Drama|Thriller
2536,"Concorde: Airport '79, The (1979)",Drama
2537,Beyond the Poseidon Adventure (1979),Adventure
2539,Analyze This (1999),Comedy
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
2541,Cruel Intentions (1999),Drama
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
2545,Relax... It's Just Sex (1998),Comedy
2546,"Deep End of the Ocean, The (1999)",Drama
2548,"Rage: Carrie 2, The (1999)",Horror
2549,Wing Commander (1999),Action|Sci-Fi
2550,"Haunting, The (1963)",Horror|Thriller
2551,Dead Ringers (1988),Drama|Horror|Thriller
2552,My Boyfriend's Back (1993),Comedy
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller
2555,Baby Geniuses (1999),Comedy
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
2558,Forces of Nature (1999),Comedy|Romance
2559,"King and I, The (1999)",Animation|Children
2560,Ravenous (1999),Horror|Thriller
2561,True Crime (1999),Crime|Thriller
2562,Bandits (1997),Drama
2563,Dangerous Beauty (1998),Drama
2565,"King and I, The (1956)",Drama|Musical|Romance
2566,Doug's 1st Movie (1999),Animation|Children
2567,EDtv (1999),Comedy
2568,"Mod Squad, The (1999)",Action|Crime
2569,Among Giants (1998),Comedy|Drama|Romance
2570,"Walk on the Moon, A (1999)",Drama|Romance
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
2572,10 Things I Hate About You (1999),Comedy|Romance
2573,Tango (1998),Drama|Musical
2574,"Out-of-Towners, The (1999)",Comedy
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
2577,Metroland (1997),Comedy|Drama
2579,Following (1998),Crime|Mystery|Thriller
2580,Go (1999),Comedy|Crime
2581,Never Been Kissed (1999),Comedy|Romance
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy
2583,Cookie's Fortune (1999),Comedy|Drama
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
2586,Goodbye Lover (1999),Comedy|Crime|Thriller
2587,Life (1999),Comedy|Crime|Drama
2589,Friends & Lovers (1999),Comedy|Drama|Romance
2590,Hideous Kinky (1998),Drama
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
2596,SLC Punk! (1998),Comedy|Drama
2597,Lost & Found (1999),Comedy|Romance
2598,Pushing Tin (1999),Comedy
2599,Election (1999),Comedy
2600,eXistenZ (1999),Action|Sci-Fi|Thriller
2605,Entrapment (1999),Crime|Thriller
2606,Idle Hands (1999),Comedy|Horror
2607,Get Real (1998),Drama|Romance
2609,"King of Masks, The (Bian Lian) (1996)",Drama
